physician_id,urban_population_perc_in_physician_locality,percent_population_with_health_insurance_in_last10q,physician_gender,physician_tenure,physician_age,physician_speciality
8601,0.88,0.11,F,3,28,nephrology
8602,1,0.58,M,3,28,other
8603,0.97,0.9,F,20,80,nephrology
8604,0.74,0.46,F,14,45,other
8605,1,0.95,F,7,80,other
8606,1,0.35,F,11,46,nephrology
8607,1,0.25,F,3,28,nephrology
8608,0.95,0.38,M,13,53,nephrology
8609,0.98,0.55,F,13,48,nephrology
8610,0.45,0.46,F,13,70,nephrology
8611,1,0.47,F,19,44,nephrology
8612,0.9,0.86,M,3,28,nephrology
8613,0.9,0.92,F,13,59,other
8614,0,0.21,F,11,80,other
8615,0.94,0.96,F,3,28,other
8616,1,0.44,M,13,39,nephrology
8617,1,0.97,M,25,51,nephrology
8618,0.92,0.84,F,13,62,nephrology
8619,1,0.87,M,8,80,nephrology
8620,1,0.14,M,11,80,nephrology
8621,1,0.87,M,8,80,nephrology
8622,0.91,0.89,F,14,80,nephrology
8623,1,0.98,F,15,80,nephrology
8624,0.97,0.26,F,28,57,nephrology
8625,1,0.95,M,24,50,nephrology
8626,0.71,0.17,M,27,80,nephrology
8627,1,0.2,F,3,28,nephrology
8628,1,0.97,M,3,28,urology
8629,1,0.92,F,3,28,nephrology
8630,0.87,0.88,M,35,62,nephrology
8631,1,0.41,F,13,80,nephrology
8632,0.98,0.5,F,13,80,other
8633,1,0.11,M,3,28,nephrology
8634,1,0.86,F,9,80,nephrology
8635,0.91,0.46,F,12,80,nephrology
8636,1,0.2,M,12,38,nephrology
8637,1,0.31,F,12,42,other
8638,1,0.75,F,13,41,nephrology
8639,1,0.47,F,14,40,nephrology
8640,1,0.85,M,12,42,nephrology
8641,1,0.15,F,12,38,nephrology
8642,1,0.28,M,12,38,nephrology
8643,1,0.39,F,12,38,nephrology
8644,0.99,0.96,F,12,38,nephrology
8645,1,0.24,F,12,38,nephrology
8646,0.99,0.54,M,12,41,nephrology
8647,1,0.28,F,12,37,nephrology
8648,1,0.95,F,12,39,nephrology
8649,1,0.74,F,12,40,nephrology
8650,1,0.06,F,13,44,nephrology
8651,1,0.37,F,12,38,nephrology
8652,1,0.83,M,12,39,nephrology
8653,1,0.06,F,12,43,nephrology
8654,0.99,0.91,M,12,39,nephrology
8655,1,0.28,F,12,38,nephrology
8656,1,0.79,M,12,40,nephrology
8657,0.67,0.45,M,12,39,nephrology
8658,1,0.91,M,13,40,nephrology
8659,1,0.86,F,13,80,other
8660,1,0.03,M,18,58,nephrology
8661,0.85,0.92,F,13,80,nephrology
8662,1,0.88,F,13,80,nephrology
8663,1,0.92,F,13,43,nephrology
8664,1,0.75,M,25,56,nephrology
8665,1,0.13,F,3,28,other
8666,0.75,0.6,M,13,53,nephrology
8667,1,0.92,M,13,80,nephrology
8668,1,0.88,F,3,28,nephrology
8669,0.96,0.17,F,3,28,nephrology
8670,0.91,0.08,F,3,28,nephrology
8671,1,0.93,F,16,80,other
8672,1,0.13,F,17,80,nephrology
8673,0.72,0.17,F,12,38,other
8674,0.91,0.9,F,26,80,other
8675,0.72,0.88,M,18,42,other
8676,0.83,0.5,F,16,80,nephrology
8677,1,0.77,F,32,58,nephrology
8678,1,0.97,F,3,28,urology
8679,0.96,0.96,F,3,28,nephrology
8680,1,0.91,F,19,80,nephrology
8681,0.75,0.11,M,19,80,urology
8682,1,0.81,M,13,43,nephrology
8683,0.47,0.49,M,24,51,nephrology
8684,1,0.98,M,20,47,nephrology
8685,0.88,0.02,M,13,40,urology
8686,1,0.94,F,36,60,nephrology
8687,1,0.9,F,14,80,other
8688,1,0.02,F,23,48,nephrology
8689,1,0.01,M,17,50,nephrology
8690,0.97,0.41,M,14,38,nephrology
8691,1,0.74,F,19,50,nephrology
8692,0.7,0.9,F,3,28,other
8693,0.94,0.25,F,3,28,nephrology
8694,1,0.97,F,14,80,other
8695,0.91,0.9,F,3,28,nephrology
8696,1,0.88,M,13,40,nephrology
8697,0.98,0.96,F,10,80,nephrology
8698,0.86,0.93,F,12,80,nephrology
8699,0.95,0.9,F,32,66,nephrology
8700,1,0.8,F,29,80,other
8701,0.93,0.92,F,18,44,nephrology
8702,0.72,0.91,F,12,37,other
8703,1,0.56,F,12,80,nephrology
8704,0.84,0.91,F,12,60,nephrology
8705,0.97,0.2,F,14,41,nephrology
8706,0.99,0.89,F,12,49,nephrology
8707,1,0.91,F,12,39,nephrology
8708,1,0.87,F,12,80,nephrology
8709,0.86,0.9,F,3,28,nephrology
8710,1,0.84,F,12,80,nephrology
8711,1,0.92,F,12,80,nephrology
8712,0.97,0.94,F,18,48,nephrology
8713,1,0.91,F,3,28,other
8714,1,0.94,M,26,50,other
8715,1,0.94,F,21,80,other
8716,1,0.47,F,8,34,nephrology
8717,0.95,0.11,F,12,80,nephrology
8718,1,0.45,M,18,49,nephrology
8719,1,0.94,M,13,80,nephrology
8720,0.93,0.97,F,14,80,other
8721,1,0.97,F,25,80,nephrology
8722,1,0.95,F,22,80,nephrology
8723,0.98,0.94,F,14,80,other
8724,1,0.11,F,3,28,nephrology
8725,0.99,0.87,F,3,28,nephrology
8726,0.49,0.27,F,3,28,nephrology
8727,0.66,0.84,F,13,80,nephrology
8728,1,0.17,F,43,80,nephrology
8729,0.91,0.27,F,17,80,nephrology
8730,0.97,0.21,F,14,45,nephrology
8731,1,0.55,F,13,80,nephrology
8732,0.88,0.2,F,12,80,other
8733,0.74,0.47,F,13,45,nephrology
8734,1,0.95,F,14,43,nephrology
8735,0.99,0.46,M,3,28,urology
8736,0.92,0.48,F,15,38,nephrology
8737,1,0.97,Unknown,3,28,nephrology
8738,0.88,0.88,M,21,48,nephrology
8739,1,0.85,M,17,45,nephrology
8740,1,0.23,F,12,80,other
8741,1,0.96,M,16,55,nephrology
8742,0.97,0.9,M,34,57,nephrology
8743,1,0.89,F,13,80,urology
8744,0.85,0.44,F,13,42,other
8745,0.94,0.29,F,12,80,nephrology
8746,1,0.38,F,12,80,urology
8747,1,0.9,M,35,59,nephrology
8748,0.85,0.95,F,11,80,nephrology
8749,0.59,0.51,F,3,28,other
8750,0.95,0.13,F,14,80,nephrology
8751,0.93,0.38,F,19,80,nephrology
8752,0.98,0.24,M,3,28,nephrology
8753,1,0.76,M,13,39,nephrology
8754,0.98,0.93,F,13,80,nephrology
8755,1,0.16,M,17,42,nephrology
8756,0.82,0.35,F,15,41,nephrology
8757,0.98,0.14,F,35,59,nephrology
8758,1,0.35,F,3,28,nephrology
8759,0.99,0.88,F,12,67,nephrology
8760,0.94,0.09,M,12,66,nephrology
8761,0.77,0.6,F,18,45,other
8762,1,0.02,M,14,41,nephrology
8763,1,0.9,M,17,41,nephrology
8764,1,0.2,F,3,28,nephrology
8765,1,0.35,F,6,42,nephrology
8766,1,0.94,F,12,80,nephrology
8767,1,0.15,F,32,80,nephrology
8768,0.56,0.89,F,12,80,nephrology
8769,1,0.28,F,12,80,nephrology
8770,0.97,0.05,F,12,80,nephrology
8771,0.95,0.55,F,10,80,other
8772,1,0.5,M,3,28,nephrology
8773,0.46,0.88,F,15,42,nephrology
8774,0.98,0.95,F,13,80,nephrology
8775,0.78,0.85,F,3,28,nephrology
8776,1,0.85,F,13,52,nephrology
8777,1,0.57,F,19,47,nephrology
8778,0,0.27,F,12,80,nephrology
8779,1,0.51,M,3,28,nephrology
8780,1,0.91,F,12,80,nephrology
8781,1,0.9,F,13,80,nephrology
8782,0.79,0.51,F,3,28,nephrology
8783,0.96,0.39,M,3,28,nephrology
8784,1,0.57,M,20,80,nephrology
8785,0.97,0.96,F,12,80,nephrology
8786,0.97,0.93,M,27,52,nephrology
8787,1,0.86,M,23,48,other
8788,1,0.9,F,20,43,nephrology
8789,1,0.43,F,24,47,nephrology
8790,1,0.92,M,41,67,nephrology
8791,1,0.88,M,13,50,nephrology
8792,1,0.49,F,12,47,other
8793,1,0.97,F,14,43,other
8794,1,0.52,F,17,45,nephrology
8795,1,0.86,F,13,39,nephrology
8796,1,0.2,F,13,44,nephrology
8797,1,0.84,F,14,42,nephrology
8798,0.2,0.89,F,24,51,urology
8799,1,0.45,M,17,49,nephrology
8800,0,0.92,M,13,50,nephrology
8801,0.92,0.36,M,19,44,nephrology
8802,1,0.94,M,30,63,nephrology
8803,1,0.53,F,13,55,urology
8804,1,0.89,M,13,40,nephrology
8805,0.49,0.93,F,21,80,other
8806,0.77,0.38,F,13,44,nephrology
8807,0.74,0.48,F,21,47,other
8808,1,0.17,F,11,80,nephrology
8809,0.86,0.15,F,26,49,nephrology
8810,0.54,0.25,F,3,28,other
8811,0.96,0.31,M,35,58,nephrology
8812,0.99,0.5,F,3,28,nephrology
8813,0.72,0.29,F,12,80,nephrology
8814,0.64,0.91,F,12,80,nephrology
8815,1,0.39,F,13,39,nephrology
8816,1,0.93,F,17,42,other
8817,1,0.36,F,3,28,nephrology
8818,1,0.88,M,14,41,other
8819,1,0.59,F,28,56,nephrology
8820,1,0.48,M,14,42,nephrology
8821,1,0.87,F,16,43,nephrology
8822,1,0.97,F,14,41,nephrology
8823,0.99,0.96,F,28,51,nephrology
8824,0.74,0.96,F,3,28,nephrology
8825,1,0.86,M,23,47,nephrology
8826,1,0.92,M,12,40,other
8827,1,0.96,M,14,41,other
8828,1,0.55,F,23,47,nephrology
8829,1,0.92,M,23,55,nephrology
8830,1,0.95,M,18,43,nephrology
8831,0.9,0.92,M,14,52,nephrology
8832,1,0.3,F,16,40,nephrology
8833,0,0.91,F,12,80,other
8834,1,0.11,F,18,49,nephrology
8835,0.51,0.85,M,13,41,nephrology
8836,0.89,0.96,F,12,39,nephrology
8837,1,0.92,M,12,52,nephrology
8838,0.99,0.46,F,13,40,nephrology
8839,0.86,0.93,M,32,61,urology
8840,1,0.3,M,15,45,nephrology
8841,0.99,0.41,F,14,80,nephrology
8842,0.9,0.58,F,14,69,nephrology
8843,1,0.5,F,9,49,nephrology
8844,0.98,0.98,F,3,28,nephrology
8845,0,0.89,M,23,51,nephrology
8846,1,0.91,F,12,41,nephrology
8847,1,0.92,F,14,44,nephrology
8848,0.87,0.94,M,12,45,nephrology
8849,1,0.8,M,12,80,nephrology
8850,0.63,0.04,F,3,28,nephrology
8851,0.3,0.91,F,3,28,nephrology
8852,0.54,0.46,F,13,59,nephrology
8853,1,0.23,M,13,40,other
8854,1,0.88,M,12,38,nephrology
8855,0.81,0.9,F,3,28,nephrology
8856,1,0.56,M,29,55,nephrology
8857,1,0.97,M,14,45,nephrology
8858,1,0.02,F,13,39,nephrology
8859,0.46,0.05,F,12,80,other
8860,0.95,0.91,M,20,44,nephrology
8861,1,0.21,M,13,39,nephrology
8862,0.91,0.35,M,12,80,nephrology
8863,0.99,0.32,M,35,63,nephrology
8864,0,0.52,M,30,56,nephrology
8865,0.96,0.52,M,21,47,nephrology
8866,0.7,0.92,F,12,80,nephrology
8867,1,0.93,F,22,44,nephrology
8868,1,0.95,M,16,43,nephrology
8869,1,0.16,M,12,50,urology
8870,0.94,0.83,M,17,43,nephrology
8871,0.74,0.84,M,12,48,nephrology
8872,0.82,0.47,F,7,55,nephrology
8873,0.9,0.3,F,8,69,nephrology
8874,0.84,0.91,F,11,80,other
8875,1,0.56,M,11,42,nephrology
8876,1,0.13,F,18,80,nephrology
8877,1,0.05,F,11,37,nephrology
8878,1,0.45,F,12,39,nephrology
8879,0.98,0.52,M,13,47,nephrology
8880,1,0.85,M,12,47,nephrology
8881,1,0.92,F,11,56,nephrology
8882,1,0.34,M,11,41,other
8883,1,0.11,F,11,39,nephrology
8884,1,0.42,F,11,44,nephrology
8885,0.96,0.43,F,11,36,nephrology
8886,0.95,0.36,F,11,37,nephrology
8887,0.55,0.05,M,22,47,nephrology
8888,0.92,0.43,M,25,49,nephrology
8889,0.86,0.94,M,19,44,nephrology
8890,1,0.88,M,26,52,urology
8891,0.95,0.87,F,11,80,other
8892,1,0.12,M,13,39,nephrology
8893,1,0.48,F,3,28,other
8894,0.92,0.94,M,19,49,nephrology
8895,0.98,0.41,F,12,38,other
8896,1,0.87,F,11,38,nephrology
8897,1,0.84,M,11,38,nephrology
8898,0.84,0.91,M,15,40,nephrology
8899,1,0.87,F,12,43,nephrology
8900,0.9,0.88,M,30,56,nephrology
8901,1,0.26,F,12,42,nephrology
8902,1,0.88,M,11,38,other
8903,0.83,0.95,F,43,68,nephrology
8904,0.79,0.82,F,3,28,other
8905,0.81,0.42,F,13,80,nephrology
8906,1,0.75,F,27,80,nephrology
8907,1,0.89,M,12,41,nephrology
8908,1,0.78,M,11,38,nephrology
8909,0.99,0.96,M,14,40,nephrology
8910,1,0.86,F,33,55,other
8911,1,0.94,M,11,39,nephrology
8912,1,0.24,F,14,80,other
8913,0.67,0.88,F,11,80,other
8914,0.76,0.89,F,12,36,nephrology
8915,1,0.97,M,12,44,nephrology
8916,1,0.83,M,18,46,nephrology
8917,0.91,0.33,F,3,28,other
8918,1,0.79,F,12,80,nephrology
8919,1,0.12,F,11,43,nephrology
8920,1,0.53,M,12,38,nephrology
8921,0.99,0.44,F,13,80,urology
8922,0.74,0.5,F,11,80,nephrology
8923,1,0.45,M,14,41,nephrology
8924,1,0.87,F,29,53,nephrology
8925,0.76,0.93,F,3,28,nephrology
8926,1,0.24,M,18,43,other
8927,0.43,0.09,M,14,80,other
8928,1,0.93,F,3,28,nephrology
8929,1,0.22,F,3,28,nephrology
8930,0.98,0.93,F,11,80,other
8931,0.77,0.85,M,11,80,nephrology
8932,0.53,0.85,M,11,80,other
8933,0.94,0.98,M,13,80,nephrology
8934,0.92,0.97,M,23,55,nephrology
8935,1,0.85,M,17,45,nephrology
8936,1,0.32,F,3,28,nephrology
8937,0.9,0.08,F,3,28,nephrology
8938,1,0.56,M,13,41,nephrology
8939,0.93,0.6,M,13,38,nephrology
8940,1,0.86,M,27,53,nephrology
8941,0.97,0.36,F,16,42,nephrology
8942,1,0.18,M,37,65,nephrology
8943,1,0.04,M,3,28,nephrology
8944,1,0.9,M,3,28,nephrology
8945,0.65,0.9,F,11,80,other
8946,1,0.5,F,12,50,other
8947,0.74,0.87,F,11,80,other
8948,0.99,0.41,F,11,80,nephrology
8949,1,0.94,M,14,41,nephrology
8950,1,0.36,M,12,80,nephrology
8951,0.91,0.91,M,16,40,nephrology
8952,1,0.9,M,22,45,nephrology
8953,1,0.21,F,12,80,nephrology
8954,1,0.92,M,27,51,nephrology
8955,0.83,0.93,F,11,80,other
8956,1,0.98,F,11,80,nephrology
8957,1,0.94,F,13,47,nephrology
8958,1,0.95,M,30,57,nephrology
8959,1,0.92,M,34,63,nephrology
8960,1,0.96,F,11,80,nephrology
8961,1,0.56,F,3,28,other
8962,0.72,0.92,F,11,80,other
8963,0,0.51,F,3,28,nephrology
8964,1,0.95,F,11,80,urology
8965,1,0.93,M,22,49,nephrology
8966,1,0.83,M,12,44,nephrology
8967,1,0.98,F,11,80,nephrology
8968,1,0.94,F,13,47,nephrology
8969,1,0.94,M,14,39,other
8970,0.85,0.32,F,18,71,urology
8971,0.97,0.93,M,21,45,other
8972,0,0.88,F,10,80,nephrology
8973,0.92,0.17,F,16,43,nephrology
8974,0.89,0.96,F,3,28,other
8975,0.96,0.06,F,11,80,urology
8976,0.88,0.44,F,3,28,other
8977,1,0.21,M,10,80,nephrology
8978,0.78,0.9,F,11,80,nephrology
8979,0.96,0.76,F,14,43,nephrology
8980,0.92,0.91,F,18,80,other
8981,0.99,0.88,F,11,80,other
8982,1,0.09,M,13,43,nephrology
8983,0.59,0.9,M,3,28,other
8984,0.91,0.91,F,13,67,nephrology
8985,0.55,0.91,F,18,80,nephrology
8986,0.99,0.42,M,13,45,nephrology
8987,1,0.06,F,13,69,other
8988,1,0.4,F,3,28,nephrology
8989,0.61,0.91,F,12,80,other
8990,0.82,0.91,F,11,80,other
8991,0.74,0.87,F,3,28,other
8992,1,0.84,F,11,80,nephrology
8993,1,0.94,F,11,80,nephrology
8994,0.99,0.88,F,3,28,nephrology
8995,0.99,0.57,M,3,28,other
8996,1,0.92,M,17,43,nephrology
8997,1,0.26,M,3,28,urology
8998,1,0.87,F,12,80,other
8999,1,0.77,F,11,80,nephrology
9000,1,0.34,M,17,41,nephrology
9001,0.65,0.29,F,12,80,nephrology
9002,1,0.95,F,3,28,nephrology
9003,1,0.92,F,3,28,nephrology
9004,1,0.72,F,11,80,nephrology
9005,1,0.95,M,13,80,nephrology
9006,0.97,0.96,M,12,80,nephrology
9007,0.91,0.17,F,12,80,nephrology
9008,0,0.45,F,12,80,other
9009,0.93,0.52,F,26,53,nephrology
9010,0.5,0.22,M,13,41,nephrology
9011,1,0.54,F,12,41,other
9012,1,0.97,F,26,51,urology
9013,1,0.27,F,13,39,nephrology
9014,0,0.57,F,11,57,other
9015,1,0.91,F,11,80,nephrology
9016,1,0.96,F,3,28,nephrology
9017,1,0.84,M,3,28,urology
9018,0.89,0.04,M,12,80,nephrology
9019,1,0.95,F,3,28,other
9020,1,0.93,F,12,58,nephrology
9021,0.9,0.92,M,22,80,nephrology
9022,1,0.91,M,15,41,nephrology
9023,0.72,0.91,M,11,59,nephrology
9024,0.91,0.1,M,15,41,nephrology
9025,1,0.96,F,12,80,nephrology
9026,0.88,0.34,F,13,80,nephrology
9027,1,0.98,F,3,28,urology
9028,0.64,0.02,M,3,28,nephrology
9029,1,0.17,F,14,42,nephrology
9030,0.97,0.35,M,3,28,nephrology
9031,0.78,0.33,M,16,41,other
9032,1,0.91,F,11,80,nephrology
9033,1,0.32,F,13,80,nephrology
9034,0.88,0.91,F,11,80,nephrology
9035,1,0.98,F,3,28,nephrology
9036,1,0.97,F,3,28,urology
9037,1,0.93,F,14,40,urology
9038,1,0.28,M,3,28,other
9039,1,0.33,M,17,40,nephrology
9040,1,0.95,F,11,47,nephrology
9041,0.76,0.48,M,11,80,nephrology
9042,1,0.06,F,11,80,nephrology
9043,1,0.12,M,27,54,nephrology
9044,0.97,0.06,M,15,80,nephrology
9045,0.4,0.98,M,11,80,nephrology
9046,1,0.94,M,24,47,other
9047,1,0.98,F,11,80,nephrology
9048,0,0.12,F,11,80,nephrology
9049,1,0.81,M,11,80,urology
9050,1,0.94,F,11,47,nephrology
9051,0.9,0.14,M,11,80,nephrology
9052,0.97,0.9,F,19,80,other
9053,0.62,0.91,F,13,80,nephrology
9054,1,0.9,F,18,80,urology
9055,1,0.82,F,23,47,nephrology
9056,1,0.14,F,11,80,nephrology
9057,1,0.23,M,11,80,nephrology
9058,1,0.84,F,11,39,other
9059,0.94,0.04,M,14,42,nephrology
9060,1,0.96,M,10,36,other
9061,1,0.89,F,3,28,nephrology
9062,1,0.94,F,13,80,nephrology
9063,0.92,0.44,M,23,49,nephrology
9064,1,0.39,F,11,80,nephrology
9065,1,0.54,F,3,28,nephrology
9066,1,0.02,M,12,55,urology
9067,1,0.26,M,11,37,nephrology
9068,0.96,0.81,F,7,80,nephrology
9069,0.97,0.95,F,25,49,nephrology
9070,1,0.96,F,11,80,nephrology
9071,0.79,0.91,F,12,80,nephrology
9072,0.91,0.97,F,10,35,nephrology
9073,1,0.86,M,15,38,nephrology
9074,1,0.85,F,14,38,nephrology
9075,0.82,0.96,F,12,80,nephrology
9076,0.96,0.76,F,13,38,other
9077,1,0.98,M,12,50,nephrology
9078,1,0.9,F,20,43,nephrology
9079,1,0.22,F,13,39,nephrology
9080,1,0.89,M,3,28,urology
9081,0.7,0.89,F,3,28,nephrology
9082,1,0.23,F,11,80,nephrology
9083,0.63,0.89,F,25,47,other
9084,0.92,0.31,F,10,80,nephrology
9085,0.77,0.95,F,3,28,nephrology
9086,1,0.34,F,11,60,nephrology
9087,1,0.74,F,11,36,nephrology
9088,1,0.93,F,3,28,other
9089,1,0.92,F,11,80,nephrology
9090,1,0.92,F,10,44,nephrology
9091,0.83,0.88,M,10,38,nephrology
9092,0.4,0.85,M,10,36,nephrology
9093,1,0.01,M,10,37,nephrology
9094,1,0.96,M,10,37,nephrology
9095,0.81,0.17,F,10,38,nephrology
9096,1,0.97,M,10,36,nephrology
9097,1,0.17,F,12,49,nephrology
9098,0.48,0.08,F,12,45,other
9099,1,0.96,F,3,28,nephrology
9100,1,0.11,F,11,42,nephrology
9101,1,0.85,F,3,28,nephrology
9102,1,0.92,M,14,43,nephrology
9103,0.87,0.92,F,11,80,other
9104,1,0.91,F,11,36,nephrology
9105,0.45,0.01,F,14,44,urology
9106,0.85,0.49,F,32,80,nephrology
9107,1,0.56,F,11,80,nephrology
9108,0.8,0.48,F,14,80,other
9109,1,0.9,M,11,48,nephrology
9110,0.91,0.17,M,20,45,nephrology
9111,0.83,0.46,M,16,39,nephrology
9112,0.91,0.86,M,23,49,nephrology
9113,1,0.87,F,12,80,nephrology
9114,1,0.34,F,11,45,nephrology
9115,0.97,0.93,F,38,80,nephrology
9116,1,0.46,F,3,28,nephrology
9117,0.98,0.05,F,10,80,nephrology
9118,0.85,0.91,F,19,42,nephrology
9119,0.85,0.44,F,10,47,nephrology
9120,1,0.2,M,13,42,nephrology
9121,0.93,0.96,M,12,48,other
9122,0.67,0.92,F,10,44,other
9123,1,0.32,F,30,53,other
9124,1,0.25,M,10,38,nephrology
9125,1,0.96,M,13,80,nephrology
9126,1,0.92,F,10,80,nephrology
9127,0.68,0.89,F,12,80,other
9128,0.81,0.84,M,14,43,nephrology
9129,1,0.22,M,10,37,urology
9130,0.83,0.2,F,10,50,nephrology
9131,0.55,0.45,F,10,80,nephrology
9132,1,0.42,F,10,39,nephrology
9133,0.32,0.89,F,10,80,nephrology
9134,0.51,0.51,F,10,80,other
9135,1,0.25,F,11,53,nephrology
9136,0.33,0.21,F,3,28,nephrology
9137,0.98,0.27,M,10,80,nephrology
9138,1,0.21,F,37,66,nephrology
9139,1,0.73,M,11,37,nephrology
9140,1,0.53,F,19,44,nephrology
9141,1,0.8,M,11,80,other
9142,1,0.91,F,16,44,nephrology
9143,1,0.96,F,12,44,nephrology
9144,0.95,0.34,F,14,39,nephrology
9145,0.9,0.57,F,11,39,nephrology
9146,1,0.87,F,12,38,nephrology
9147,0.98,0.81,F,12,80,nephrology
9148,1,0.38,F,24,47,nephrology
9149,0.88,0.91,F,8,80,nephrology
9150,0.97,0.32,M,17,41,urology
9151,0.72,0.91,M,17,42,nephrology
9152,0.94,0.35,M,16,40,nephrology
9153,0.77,0.38,F,9,80,nephrology
9154,1,0.51,F,11,38,nephrology
9155,0.99,0.02,F,17,44,nephrology
9156,1,0.87,F,9,80,nephrology
9157,1,0.77,F,10,80,urology
9158,0.72,0.56,F,12,39,other
9159,1,0.58,F,11,48,other
9160,1,0.99,M,17,45,other
9161,1,0.48,M,21,80,nephrology
9162,1,0.11,M,10,80,nephrology
9163,0.98,0.01,F,10,68,nephrology
9164,0.98,0.41,M,7,80,nephrology
9165,1,0.58,M,11,40,nephrology
9166,0.48,0.3,M,3,28,other
9167,1,0.24,M,15,40,nephrology
9168,1,0.82,F,8,50,nephrology
9169,1,0.29,F,3,28,nephrology
9170,0.93,0.1,F,8,80,urology
9171,1,0.28,M,19,43,nephrology
9172,1,0.18,F,13,40,nephrology
9173,1,0.86,F,15,47,nephrology
9174,1,0.78,M,21,49,nephrology
9175,0.98,0.53,F,11,38,urology
9176,1,0.97,F,6,80,nephrology
9177,0.94,0.98,F,7,80,nephrology
9178,0.99,0.95,M,29,53,nephrology
9179,1,0.33,F,11,37,nephrology
9180,1,0.05,F,17,42,nephrology
9181,1,0.48,M,11,47,urology
9182,1,0.91,F,11,80,nephrology
9183,0.38,0.01,M,9,80,nephrology
9184,0.69,0.03,F,7,80,nephrology
9185,0.84,0.51,F,10,80,nephrology
9186,0.63,0.87,M,12,38,other
9187,1,0.87,F,9,80,nephrology
9188,1,0.16,F,11,38,nephrology
9189,1,0.07,M,23,50,nephrology
9190,1,0.9,F,10,57,nephrology
9191,1,0.93,F,13,40,nephrology
9192,1,0.4,F,10,39,nephrology
9193,1,0.98,F,8,80,nephrology
9194,0.74,0.93,M,17,41,other
9195,0,0.93,M,10,71,nephrology
9196,0.77,0.4,F,8,50,nephrology
9197,0.99,0.88,F,3,28,nephrology
9198,0.94,0.98,F,11,39,nephrology
9199,0.88,0.44,F,3,28,nephrology
9200,0.99,0.96,F,3,28,nephrology
9201,0.9,0.48,F,13,40,nephrology
9202,0.86,0.88,F,11,80,other
9203,0.99,0.91,M,32,55,nephrology
9204,0.97,0.45,F,11,80,nephrology
9205,0.92,0.56,F,6,80,nephrology
9206,1,0.38,M,16,40,nephrology
9207,0.82,0.95,F,3,28,nephrology
9208,1,0.78,F,23,52,urology
9209,0.77,0.39,M,10,80,nephrology
9210,1,0.19,F,17,45,nephrology
9211,1,0.92,F,13,42,nephrology
9212,1,0.22,F,23,47,nephrology
9213,0.95,0.2,F,12,40,urology
9214,0.96,0.93,M,19,44,nephrology
9215,1,0.38,F,11,38,nephrology
9216,0.95,0.96,M,11,37,nephrology
9217,0.86,0.6,M,19,43,nephrology
9218,1,0.13,F,30,54,nephrology
9219,0.91,0.91,M,16,39,nephrology
9220,1,0.01,M,15,39,nephrology
9221,0.94,0.31,F,9,80,nephrology
9222,0.85,0.91,M,23,50,nephrology
9223,0.95,0.34,M,16,41,nephrology
9224,0.85,0.97,M,18,41,nephrology
9225,1,0.06,M,18,49,nephrology
9226,1,0.52,F,9,80,nephrology
9227,0.92,0.9,F,8,80,nephrology
9228,0.99,0.15,F,16,44,nephrology
9229,1,0.36,M,11,37,nephrology
9230,0.9,0.26,M,15,39,other
9231,0.72,0.88,M,15,40,nephrology
9232,1,0.4,F,13,80,nephrology
9233,0.47,0.86,F,10,80,other
9234,0.85,0.13,F,16,40,nephrology
9235,0.86,0.93,M,27,55,urology
9236,1,0.84,M,12,41,nephrology
9237,0.98,0.19,F,31,80,nephrology
9238,0.91,0.44,F,7,80,nephrology
9239,1,0.5,F,10,80,nephrology
9240,1,0.21,F,22,45,nephrology
9241,1,0.89,F,13,39,nephrology
9242,0.64,0.24,F,9,56,urology
9243,0.97,0.09,F,13,37,nephrology
9244,1,0.38,F,14,80,nephrology
9245,1,0.18,F,11,57,other
9246,1,0.39,M,14,47,nephrology
9247,0.5,0.94,M,3,28,other
9248,0.97,0.6,F,10,80,nephrology
9249,1,0.98,F,15,39,nephrology
9250,0.88,0.96,M,18,40,urology
9251,0.75,0.94,M,15,45,nephrology
9252,1,0.93,F,11,39,urology
9253,0.97,0.05,M,3,28,nephrology
9254,0.86,0.36,M,33,55,nephrology
9255,1,0.83,F,12,40,other
9256,1,0.92,M,19,49,other
9257,0.99,0.95,F,8,52,nephrology
9258,0.98,0.9,F,24,51,nephrology
9259,1,0.02,F,10,80,nephrology
9260,1,0.03,F,11,60,nephrology
9261,0.99,0.34,F,3,28,nephrology
9262,0.95,0.03,F,21,45,nephrology
9263,1,0.94,F,14,40,nephrology
9264,0.74,0.16,F,10,80,nephrology
9265,1,0.94,M,18,44,nephrology
9266,1,0.48,F,10,51,other
9267,0.63,0.87,F,10,38,nephrology
9268,0.42,0.86,F,20,51,nephrology
9269,1,0.31,M,17,47,nephrology
9270,1,0.94,M,17,42,nephrology
9271,0.93,0.54,M,24,48,nephrology
9272,1,0.88,F,24,48,nephrology
9273,1,0.38,M,11,38,nephrology
9274,1,0.11,M,27,56,other
9275,1,0.93,M,11,37,nephrology
9276,0.97,0.95,F,16,39,other
9277,1,0.3,M,11,40,nephrology
9278,1,0.93,F,23,47,nephrology
9279,0.57,0.87,M,34,57,nephrology
9280,1,0.93,F,16,41,nephrology
9281,1,0.95,M,13,42,nephrology
9282,1,0.85,F,19,43,nephrology
9283,1,0.23,F,12,38,nephrology
9284,1,0.42,F,16,44,nephrology
9285,0.77,0.9,F,16,41,nephrology
9286,1,0.8,F,3,28,nephrology
9287,0.72,0.92,M,10,80,other
